!!SBtab SBtabVersion="0.8" Document="recon2.v02" TableType="Compound" TableName="Compound"							
!Compound	!Name	!Location	!Charge	!IsConstant	!SBOTerm	!InitialConcentration	!Identifiers:obo.chebi
M_m4mpdol_U_c	(alpha-D-Mannosyl)4-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human uterine homolog	c	-20	False	247	1.0	CHEBI:37633
M_m1mpdol_L_c	alpha-D-mannosyl-beta-D-mannosyl-diacylchitobiosyldiphosphodolichol, human liver homolog	c	-20	False	247	1.0	CHEBI:28067
M_m1mpdol_U_c	alpha-D-mannosyl-beta-D-mannosyl-diacylchitobiosyldiphosphodolichol, human uterine homolog	c	-20	False	247	1.0	CHEBI:28067
M_ksi_pre14_g	keratan sulfate I biosynthesis, precursor 14	g	-5	False	247	1.0	
M_ksi_pre17_g	keratan sulfate I biosynthesis, precursor 17	g	-6	False	247	1.0	
M_ksi_pre20_g	keratan sulfate I biosynthesis, precursor 20	g	-7	False	247	1.0	
M_ksi_pre23_g	keratan sulfate I biosynthesis, precursor 23	g	-8	False	247	1.0	
M_ksi_pre26_g	keratan sulfate I biosynthesis, precursor 26	g	-9	False	247	1.0	
M_ksi_pre29_g	keratan sulfate I biosynthesis, precursor 29	g	-10	False	247	1.0	
M_ksi_pre32_g	keratan sulfate I biosynthesis, precursor 32	g	-11	False	247	1.0	
M_ksi_pre35_g	keratan sulfate I biosynthesis, precursor 35	g	-12	False	247	1.0	
M_ksi_pre36_g	keratan sulfate I biosynthesis, precursor 36	g	-12	False	247	1.0	
M_ksii_core4_pre1_g	keratan sulfate II biosynthesis, precursor 1	g	0	False	247	1.0	
M_ksii_core4_pre6_g	keratan sulfate II biosynthesis, precursor 6	g	-2	False	247	1.0	
M_ksii_core4_pre9_g	keratan sulfate II biosynthesis, precursor 9	g	-3	False	247	1.0	
M_ksii_core4_pre10_g	keratan sulfate II biosynthesis, precursor 10	g	-3	False	247	1.0	
M_ksii_core2_pre1_g	keratan sulfate II biosynthesis, precursor 1	g	-1	False	247	1.0	
M_ksii_core2_pre6_g	keratan sulfate II biosynthesis, precursor 6	g	-2	False	247	1.0	
M_ksii_core2_pre9_g	keratan sulfate II biosynthesis, precursor 9	g	-3	False	247	1.0	
M_ksii_core2_pre10_g	keratan sulfate II biosynthesis, precursor 10	g	-3	False	247	1.0	
M_ksi_pre5_g	keratan sulfate I biosynthesis, precursor 5	g	-2	False	247	1.0	
M_ksi_pre8_g	keratan sulfate I biosynthesis, precursor 8	g	-3	False	247	1.0	
M_ksi_pre11_g	keratan sulfate I biosynthesis, precursor 11	g	-4	False	247	1.0	
M_l2fn2m2masn_g	{[galactosyl-(1,4)-N-Acetyl-glucosaminyl-(1,2)-mannosyl-(1,3)-],[N-acetyl-glucosaminyl-(1,2)-mannosyl-(1,6)-]mannosyl-(1,4)-N-acetyl-glucosaminyl-(1,4)-[fucosyl-(1,6)]-N-acetyl-glucosaminyl}asparagine	g	0	False	247	1.0	
M_g1m6masnB1_r	glucosyl-(alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)	r	0	False	247	1.0	
M_g1m7masnB_r	glucosyl-(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform B (protein)	r	0	False	247	1.0	
M_g1m7masnC_r	glucosyl-(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform C (protein)	r	0	False	247	1.0	
M_g1m8masn_r	(alpha-D-Glucosyl)-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)	r	0	False	247	1.0	
M_dtdpglu_c	dTDP-glucose(2-)	c	-2	False	247	1.0	CHEBI:57477
M_g2m8masn_r	(alpha-D-Glucosyl)2-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)	r	0	False	247	1.0	
M_glyc3p_c	Glycerol 3-phosphate	c	-2	False	247	1.0	CHEBI:57597
M_glu5sa_m	L-Glutamate 5-semialdehyde	m	0	False	247	1.0	CHEBI:17232
M_1pyr5c_m	1-Pyrroline-5-carboxylate	m	-1	False	247	1.0	CHEBI:15893
M_glu5sa_c	L-Glutamate 5-semialdehyde	c	0	False	247	1.0	CHEBI:17232
M_1pyr5c_c	1-Pyrroline-5-carboxylate	c	-1	False	247	1.0	CHEBI:15893
M_glu5p_m	L-Glutamate 5-phosphate	m	-2	False	247	1.0	CHEBI:58274
M_6pgl_r	6-O-phosphonato-D-glucono-1,5-lactone(2-)	r	-2	False	247	1.0	CHEBI:57955
M_g6p_c	D-Glucose 6-phosphate	c	-2	False	247	1.0	CHEBI:61548
M_6pgl_c	6-phospho-D-glucono-1,5-lactone	c	-2	False	247	1.0	CHEBI:57955
M_gudac_c	guanidinoacetic acid	c	0	False	247	1.0	CHEBI:16344
M_gacpail_hs_c	glucosaminyl-acylphosphatidylinositol	c	0	False	247	1.0	
M_gacpail_hs_r	glucosaminyl-acylphosphatidylinositol	r	0	False	247	1.0	
M_galside_hs_g	D-galactosyl-N-acylsphingosine	g	0	False	247	1.0	CHEBI:12947
M_paps_g	(2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-4-hydroxy-2-({[(sulfonatooxy)phosphinato]oxy}methyl)oxolan-3-yl phosphate	g	-4	False	247	1.0	CHEBI:58339
M_pap_g	adenosine 3,5-bismonophosphate(4-)	g	-4	False	247	1.0	CHEBI:58343
M_sgalside_hs_g	sulfatide galactocerebroside	g	-1	False	247	1.0	
M_galacglcgalgbside_hs_c	Gal-GlcNAc-Gal globoside	c	0	False	247	1.0	
M_ksi_deg26_l	keratan sulfate I, degradation product 26	l	-4	False	247	1.0	
M_gal_l	D-galactose	l	0	False	247	1.0	CHEBI:12936
M_ksi_deg27_l	keratan sulfate I, degradation product 27	l	-4	False	247	1.0	
M_ksi_deg29_l	keratan sulfate I, degradation product 29	l	-3	False	247	1.0	
M_ksi_deg30_l	keratan sulfate I, degradation product 30	l	-3	False	247	1.0	
M_ksi_deg32_l	keratan sulfate I, degradation product 32	l	-2	False	247	1.0	
M_ksi_deg33_l	keratan sulfate I, degradation product 33	l	-2	False	247	1.0	
M_ksi_deg35_l	keratan sulfate I, degradation product 35	l	-1	False	247	1.0	
M_ksi_deg36_l	keratan sulfate I, degradation product 36	l	-1	False	247	1.0	
M_ksi_deg38_l	keratan sulfate I, degradation product 38	l	0	False	247	1.0	
M_ksi_deg39_l	keratan sulfate I, degradation product 39	l	0	False	247	1.0	
M_ksi_deg40_l	keratan sulfate I, degradation product 40	l	0	False	247	1.0	
M_ksi_deg41_l	keratan sulfate I, degradation product 41	l	0	False	247	1.0	
M_ksii_core2_deg2_l	keratan sulfate II (core 2-linked), degradation product 2	l	-2	False	247	1.0	
M_ksii_core2_deg3_l	keratan sulfate II (core 2-linked), degradation product 3	l	-2	False	247	1.0	
M_ksii_core2_deg5_l	keratan sulfate II (core 2-linked), degradation product 5	l	-1	False	247	1.0	
M_ksii_core2_deg6_l	keratan sulfate II (core 2-linked), degradation product 6	l	-1	False	247	1.0	
M_ksii_core2_deg8_l	keratan sulfate II (core 2-linked), degradation product 8	l	0	False	247	1.0	
M_ksii_core2_deg9_l	keratan sulfate II (core 2-linked), degradation product 9	l	0	False	247	1.0	
M_core6_l	Core 6	l	0	False	247	1.0	
M_l2n2m2mn_l	de-Fuc, reducing GlcNAc removed, de-Sia form of PA6 (w/o peptide linkage)	l	0	False	247	1.0	
M_ksii_core4_deg2_l	keratan sulfate II (core 4-linked), degradation product 2	l	-2	False	247	1.0	
M_ksii_core4_deg3_l	keratan sulfate II (core 4-linked), degradation product 3	l	-2	False	247	1.0	
M_ksi_deg5_l	keratan sulfate I, degradation product 5	l	-11	False	247	1.0	
M_ksi_deg6_l	keratan sulfate I, degradation product 6	l	-11	False	247	1.0	
M_ksi_deg8_l	keratan sulfate I, degradation product 8	l	-10	False	247	1.0	
M_ksi_deg9_l	keratan sulfate I, degradation product 9	l	-10	False	247	1.0	
M_ksi_deg11_l	keratan sulfate I, degradation product 11	l	-9	False	247	1.0	
M_ksi_deg12_l	keratan sulfate I, degradation product 12	l	-9	False	247	1.0	
M_ksi_deg14_l	keratan sulfate I, degradation product 14	l	-8	False	247	1.0	
M_ksi_deg15_l	keratan sulfate I, degradation product 15	l	-8	False	247	1.0	
M_ksi_deg17_l	keratan sulfate I, degradation product 17	l	-7	False	247	1.0	
M_ksi_deg18_l	keratan sulfate I, degradation product 18	l	-7	False	247	1.0	
M_ksi_deg20_l	keratan sulfate I, degradation product 20	l	-6	False	247	1.0	
M_ksi_deg21_l	keratan sulfate I, degradation product 21	l	-6	False	247	1.0	
M_ksi_deg23_l	keratan sulfate I, degradation product 23	l	-5	False	247	1.0	
M_ksi_deg24_l	keratan sulfate I, degradation product 24	l	-5	False	247	1.0	
M_galfuc12gal14acglcgalgluside_hs_c	(Gal)3 (Glc)1 (GlcNAc)1 (LFuc)1 (Cer)1	c	0	False	247	1.0	
M_galfucgalacglcgal14acglcgalgluside_hs_c	(Gal)4 (Glc)1 (GlcNAc)2 (LFuc)1 (Cer)1	c	0	False	247	1.0	
M_galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs_c	(Gal)6 (Glc)1 (GlcNAc)3 (LFuc)2 (Cer)1	c	0	False	247	1.0	
M_galgalgalthcrm_hs_c	Gal-Gal-Gal-Gal-Gal-Glc-Cer	c	0	False	247	1.0	
M_galgluside_hs_l	galactosyl glucosyl ceramide	l	0	False	247	1.0	
M_gm3_hs_g	alpha-N-acetylneuraminosyl-(2->3)-beta-D-galactosyl-(1->4)-beta-D-glucosylceramide(1-)	g	-1	False	247	1.0	CHEBI:60065
M_gd3_hs_g	GD3	g	-2	False	247	1.0	CHEBI:28424
M_gt3_hs_g	GT3	g	-3	False	247	1.0	
M_gal_c	D-Galactose	c	0	False	247	1.0	
M_gal1p_c	(2R,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl phosphate	c	-2	False	247	1.0	CHEBI:58336
M_cs_hs_linkage_g	chondroitin sulfate/heparan sulfate linkage region (GlcA-(Gal)2-Xyl-L-Ser (protein))	g	-1	False	247	1.0	
M_cs_pre_g	chondroitin sulfate precursor (GalNAc-GlcA-(Gal)2-Xyl-L-Ser (protein))	g	-1	False	247	1.0	
M_cs_a_b_pre2_g	chondroitin sulfate A (GalNAc4S-GlcA) and B (IdoA2S-GalNAc4S), precursor 2	g	-4	False	247	1.0	
M_cs_a_b_pre3_g	chondroitin sulfate A (GalNAc4S-GlcA) and B (IdoA2S-GalNAc4S), precursor 3	g	-4	False	247	1.0	
M_cs_c_pre2_g	chondroitin sulfate C (GalNAc6S-GlcA), precursor 2	g	-4	False	247	1.0	
M_cs_c_pre3_g	chondroitin sulfate C (GalNAc6S-GlcA), precursor 3	g	-4	False	247	1.0	
M_cs_d_pre3_g	chondroitin sulfate D (GlcNAc6S-GlcA2S), precursor 3	g	-5	False	247	1.0	
M_cs_d_pre4_g	chondroitin sulfate D (GlcNAc6S-GlcA2S), precursor 4	g	-5	False	247	1.0	
M_cs_e_pre3_g	chondroitin sulfate E (GalNAc4,6diS-GlcA), precursor 3	g	-6	False	247	1.0	
M_cs_e_pre4_g	chondroitin sulfate E (GalNAc4,6diS-GlcA), precursor 4	g	-6	False	247	1.0	
M_Ser_Thr_g	protein-linked serine or threonine residue (O-glycosylation site)	g	0	False	247	1.0	
M_galt_c	galactitol	c	0	False	247	1.0	CHEBI:16813
M_galside_hs_c	D-galactosyl-N-acylsphingosine	c	0	False	247	1.0	CHEBI:12947
M_lxser_g	Gal-Xyl-L-Ser (protein)	g	0	False	247	1.0	
M_l2xser_g	(Gal)2-Xyl-L-Ser (protein)	g	0	False	247	1.0	
M_xser_g	Xyl-L-Ser (protein)	g	0	False	247	1.0	
M_udpg_c	UDPglucose	c	-2	False	247	1.0	CHEBI:58367
M_gam_c	D-Glucosamine	c	1	False	247	1.0	CHEBI:17315
M_gd3_hs_c	GD3	c	-2	False	247	1.0	CHEBI:28424
M_oagd3_hs_c	9-O-Acetylated GD3	c	-2	False	247	1.0	
M_oagd3_hs_g	9-O-Acetylated GD3	g	-2	False	247	1.0	
M_gt3_hs_c	GT3	c	-3	False	247	1.0	
M_oagt3_hs_c	9-O-Acetylated GT3	c	-3	False	247	1.0	
M_oagt3_hs_g	9-O-Acetylated GT3	g	-3	False	247	1.0	
M_gar_c	N1-(5-Phospho-D-ribosyl)glycinamide	c	-1	False	247	1.0	CHEBI:58457
M_fgam_c	N2-Formyl-N1-(5-phospho-D-ribosyl)glycinamide	c	-2	False	247	1.0	CHEBI:58426
M_n2m2nmasn_l	N-Acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,3-(N-acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,6)-(N-acetyl-beta-D-glucosaminyl-1,4)-beta-D-mannosyl-1,4-N-acetyl-beta-D-glucosaminyl-R	l	0	False	247	1.0	
M_gluside_hs_l	D-glucosyl-N-acylsphingosine	l	0	False	247	1.0	CHEBI:18368
M_glc_D_l	D-glucose	l	0	False	247	1.0	CHEBI:4167
M_gbside_hs_c	globoside	c	0	False	247	1.0	CHEBI:18259
M_gbside_hs_l	globoside	l	0	False	247	1.0	CHEBI:18259
M_glyclt_c	glycolate	c	-1	False	247	1.0	CHEBI:29805
M_gcald_m	glycolaldehyde	m	0	False	247	1.0	CHEBI:17071
M_glyclt_m	glycolate	m	-1	False	247	1.0	CHEBI:29805
M_lpam_m	lipoamide	m	0	False	247	1.0	CHEBI:17460
M_alpam_m	S-aminomethyldihydrolipoamide	m	1	False	247	1.0	
M_dhlam_m	dihydrolipoamide	m	0	False	247	1.0	CHEBI:17694
M_mlthf_m	5,10-Methylenetetrahydrofolate	m	-2	False	247	1.0	CHEBI:15636
M_lpro_m	Lipoylprotein	m	0	False	247	1.0	CHEBI:15804
M_alpro_m	S-Aminomethyldihydrolipoylprotein	m	1	False	247	1.0	CHEBI:16882
M_dhlpro_m	Dihydrolipolprotein	m	0	False	247	1.0	CHEBI:16194
M_gchola_c	glycocholate	c	0	False	247	1.0	CHEBI:58235
M_gd1b2_hs_c	GD1beta	c	-2	False	247	1.0	
M_gd1b2_hs_g	GD1beta	g	-2	False	247	1.0	
M_gd1c_hs_c	GD1c	c	-2	False	247	1.0	
M_gd1c_hs_g	GD1c	g	-2	False	247	1.0	
M_gmp_g	GMP(3-)	g	-2	False	247	1.0	CHEBI:58115
M_gmp_c	GMP	c	-2	False	247	1.0	CHEBI:58115
M_gdpddman_c	GDP-4-dehydro-6-deoxy-alpha-D-mannose(2-)	c	-2	False	247	1.0	CHEBI:57964
M_glu_L_l	L-glutamate(1-)	l	-1	False	247	1.0	CHEBI:29985
M_thf_l	(6S)-5,6,7,8-tetrahydrofolate(2-)	l	-2	False	247	1.0	CHEBI:57453
M_5oxpro_c	5-oxoprolinate	c	-1	False	247	1.0	CHEBI:57606
M_Tyr_ggn_c	Tyr-194 of apo-glycogenin protein (primer for glycogen synthesis)	c	0	False	247	1.0	
M_ggn_c	primed glycogenin (glycogenin-8[1,4-Glc])	c	0	False	247	1.0	
M_leuktrC4_r	leukotriene C4(2-)	r	-2	False	247	1.0	CHEBI:57973
M_glu_L_r	L-glutamate(1-)	r	-1	False	247	1.0	CHEBI:29985
M_leuktrD4_r	Leukotriene D4	r	-1	False	247	1.0	CHEBI:28666
M_leuktrE4_c	leukotriene E4(1-)	c	-1	False	247	1.0	CHEBI:57462
M_leuktrF4_c	leukotriene F4	c	-2	False	247	1.0	CHEBI:27491
M_ser_L_m	L-serine	m	0	False	247	1.0	CHEBI:17115
M_3htmelys_c	3-Hydroxy-N6,N6,N6-trimethyl-L-lysine	c	0	False	247	1.0	CHEBI:15786
M_4tmeabut_c	4-trimethylammoniobutanal	c	1	False	247	1.0	CHEBI:18020
M_3htmelys_m	3-Hydroxy-N6,N6,N6-trimethyl-L-lysine	m	0	False	247	1.0	CHEBI:15786
M_4tmeabut_m	4-trimethylammoniobutanal	m	1	False	247	1.0	CHEBI:18020
M_gmp_m	GMP(3-)	m	-2	False	247	1.0	CHEBI:58115
M_glac_c	D-glucurono-6,3-lactone	c	0	False	247	1.0	CHEBI:18268
M_glcr_c	D-glucarate(2-)	c	-2	False	247	1.0	CHEBI:30612
M_glac_m	D-glucurono-6,3-lactone	m	0	False	247	1.0	CHEBI:18268
M_glcr_m	D-glucarate(2-)	m	-2	False	247	1.0	CHEBI:30612
M_glac_r	D-glucurono-6,3-lactone	r	0	False	247	1.0	CHEBI:18268
M_glygn1_c	glycogen, structure 1 (glycogenin-11[1,4-Glc])	c	0	False	247	1.0	
M_glygn2_c	glycogen, structure 2 (glycogenin-1,6-{7[1,4-Glc], 4[1,4-Glc]})	c	0	False	247	1.0	
M_hs_deg9_l	heparan sulfate, degradation product 9	l	-10	False	247	1.0	
M_glcur_l	D-glucuronate	l	-1	False	247	1.0	CHEBI:15748
M_hs_deg10_l	heparan sulfate, degradation product 10	l	-9	False	247	1.0	
M_cs_a_deg2_l	chondroitin sulfate A (GalNAc4S-GlcA), degradation product 2	l	-4	False	247	1.0	
M_cs_a_deg3_l	chondroitin sulfate A (GalNAc4S-GlcA), degradation product 3	l	-3	False	247	1.0	
M_cs_c_deg2_l	chondroitin sulfate C (GalNAc6S-GlcA), degradation product 2	l	-4	False	247	1.0	
M_cs_c_deg3_l	chondroitin sulfate C (GalNAc6S-GlcA), degradation product 3	l	-3	False	247	1.0	
M_cs_d_deg3_l	chondroitin sulfate D (GlcNAc6S-GlcA2S), degradation product 3	l	-5	False	247	1.0	
M_cs_d_deg4_l	chondroitin sulfate D (GlcNAc6S-GlcA2S), degradation product 4	l	-4	False	247	1.0	
M_cs_e_deg3_l	chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 3	l	-6	False	247	1.0	
M_cs_e_deg4_l	chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 4	l	-5	False	247	1.0	
M_ha_l	hyaluronan	l	-2	False	247	1.0	CHEBI:16336
M_ha_deg1_l	hyaluronan degradation product 1	l	-1	False	247	1.0	
M_ha_pre1_l	hyaluronan biosynthesis, precursor 1	l	-1	False	247	1.0	CHEBI:16126
M_cs_b_pre4_g	chondroitin sulfate B (IdoA2S-GalNAc4S), precursor 4	g	-4	False	247	1.0	
M_hs_pre10_g	(GlcN2S-GlcA)4-GlcNAc-GlcA-Gal-Gal-Xyl-L-Ser (protein)	g	-5	False	247	1.0	
M_hs_pre11_g	(GlcN2S-IdoA-GlcN2S-GlcA)2-GlcNAc-GlcA-Gal-Gal-Xyl-L-Ser (protein)	g	-5	False	247	1.0	
M_cs_a_b_e_pre1_g	chondroitin sulfate A (GalNAc4S-GlcA), B (IdoA2S-GalNAc4S), and E (GalNAc4,6diS-GlcA), precursor 1	g	-3	False	247	1.0	
M_udpglcur_g	UDP-alpha-D-glucuronate(3-)	g	-3	False	247	1.0	CHEBI:58052
M_cs_c_d_e_pre1_g	chondroitin sulfate C (GalNAc6S-GlcA) and D (GlcNAc6S-GlcA2S), precursor 1	g	-3	False	247	1.0	
M_cs_d_pre2_g	chondroitin sulfate D (GlcNAc6S-GlcA2S) precursor 2	g	-4	False	247	1.0	
M_cs_e_pre2_g	chondroitin sulfate E (GalNAc4,6diS-GlcA), precursor 2	g	-5	False	247	1.0	
M_hs_pre1_g	heparan sulfate, precursor 1	g	-1	False	247	1.0	
M_hs_pre2_g	heparan sulfate, precursor 2	g	-2	False	247	1.0	
M_hs_pre3_g	GlcNAc-GlcA-GlcNAc-GlcA-Gal-Gal-Xyl-L-Ser (protein)	g	-2	False	247	1.0	
M_hs_pre4_g	GlcA-GlcNAc-GlcA-GlcNAc-GlcA-Gal-Gal-Xyl-L-Ser (protein)	g	-3	False	247	1.0	
M_hs_pre5_g	(GlcNAc-GlcA)2-GlcNAc-GlcA-Gal-Gal-Xyl-L-Ser (protein)	g	-3	False	247	1.0	
M_hs_pre6_g	GlcA-(GlcNAc-GlcA)2-GlcNAc-GlcA-Gal-Gal-Xyl-L-Ser (protein)	g	-4	False	247	1.0	
M_hs_pre7_g	(GlcNAc-GlcA)3-GlcNAc-GlcA-Gal-Gal-Xyl-L-Ser (protein)	g	-4	False	247	1.0	
M_hs_pre8_g	GlcA-(GlcNAc-GlcA)3-GlcNAc-GlcA-Gal-Gal-Xyl-L-Ser (protein)	g	-5	False	247	1.0	
M_hs_deg3_l	heparan sulfate, degradation product 3	l	-12	False	247	1.0	
M_hs_deg4_l	heparan sulfate, degradation product 4	l	-12	False	247	1.0	
M_hs_deg8_l	heparan sulfate, degradation product 8	l	-10	False	247	1.0	
M_hs_deg14_l	heparan sulfate, degradation product 14	l	-7	False	247	1.0	
M_hs_deg15_l	heparan sulfate, degradation product 15	l	-7	False	247	1.0	
M_hs_deg20_l	heparan sulfate, degradation product 20	l	-4	False	247	1.0	
M_hs_deg21_l	IdoA2S-beta-1,4-GlcNAc(3S)-alpha-1,4-GlcA-beta-1,3-Gal-beta-1,3-Gal-beta-1,4-Xylose	l	-4	False	247	1.0	
M_hs_deg24_l	GlcNAc-GlcA-(Gal)2-Xyl	l	-1	False	247	1.0	
M_hs_deg25_l	GlcA-beta-1,3-Gal-beta-1,3-Gal-beta-1,4-Xylose	l	-1	False	247	1.0	
M_hs_pre9_g	(GlcNAc-GlcA)4-GlcNAc-GlcA-Gal-Gal-Xyl-L-Ser (protein)	g	-5	False	247	1.0	
M_uacgam_c	UDP-N-acetyl-alpha-D-glucosamine(2-)	c	-2	False	247	1.0	CHEBI:57705
M_naglc2p_L_c	N-Acetyl-D-glucosaminyldiphosphodolichol, human liver homolog	c	-20	False	247	1.0	CHEBI:18278
M_ump_c	UMP	c	-2	False	247	1.0	CHEBI:57865
M_naglc2p_U_c	N-Acetyl-D-glucosaminyldiphosphodolichol, human uterine homolog	c	-20	False	247	1.0	CHEBI:18278
M_glc_D_g	D-glucose	g	0	False	247	1.0	CHEBI:4167
M_glcur_c	D-glucuronate	c	-1	False	247	1.0	CHEBI:15748
M_glcur_r	D-glucuronate	r	-1	False	247	1.0	CHEBI:15748
M_dxtrn_c	phosphorylase-limit dextrin (glycogenin-1,6{4[1,4-Glc], 4[1,4-Glc]})	c	0	False	247	1.0	
M_glygn3_c	glycogen, structure 3 (glycogenin-7[1,4-Glc])	c	0	False	247	1.0	
M_guln_r	L-gulonate	r	-1	False	247	1.0	CHEBI:13115
M_gullac_r	L-gulono-1,4-lactone	r	0	False	247	1.0	CHEBI:17587
M_gln_L_m	L-glutamine	m	0	False	247	1.0	CHEBI:18050
M_gullac_c	L-gulono-1,4-lactone	c	0	False	247	1.0	CHEBI:17587
M_glucys_c	gamma-L-Glutamyl-L-cysteine	c	-1	False	247	1.0	CHEBI:58173
M_forglu_c	N-Formimidoyl-L-glutamate	c	-2	False	247	1.0	CHEBI:18327
M_pram_c	5-Phospho-beta-D-ribosylamine	c	-1	False	247	1.0	CHEBI:58681
M_glx_c	glyoxylate	c	-1	False	247	1.0	CHEBI:36655
M_oxa_x	oxalate(2-)	x	-2	False	247	1.0	CHEBI:30623
M_glyc3p_m	Glycerol 3-phosphate	m	-2	False	247	1.0	CHEBI:57597
M_glyc_R_c	D-glycerate	c	-1	False	247	1.0	CHEBI:16659
M_glyclt_x	glycolate	x	-1	False	247	1.0	CHEBI:29805
M_glyc_S_c	(S)-Glycerate	c	0	False	247	1.0	CHEBI:33871
M_glyc_c	Glycerol	c	0	False	247	1.0	CHEBI:17754
M_glyc_m	Glycerol	m	0	False	247	1.0	CHEBI:17754
M_lgt_S_c	(R)-S-lactoylglutathionate(1-)	c	-1	False	247	1.0	CHEBI:57474
M_lgt_S_m	(R)-S-lactoylglutathionate(1-)	m	-1	False	247	1.0	CHEBI:57474
M_gthrd_m	glutathionate(1-)	m	-1	False	247	1.0	CHEBI:57925
M_gly_l	glycine	l	0	False	247	1.0	CHEBI:15428
M_xmp_c	Xanthosine 5-phosphate	c	-2	False	247	1.0	CHEBI:57464
M_gmp_n	GMP(3-)	n	-2	False	247	1.0	CHEBI:58115
M_6pgc_c	6-Phospho-D-gluconate	c	-3	False	247	1.0	CHEBI:58759
M_ru5p_D_c	D-ribulose 5-phosphate(2-)	c	-2	False	247	1.0	CHEBI:58121
M_6pgc_r	6-phosphonatooxy-D-gluconate	r	-3	False	247	1.0	CHEBI:58759
M_ru5p_D_r	D-ribulose 5-phosphate(2-)	r	-2	False	247	1.0	CHEBI:58121
M_sarcs_c	Sarcosine	c	0	False	247	1.0	
M_gp1calpha_hs_c	GP1c alpha	c	-5	False	247	1.0	
M_gp1calpha_hs_g	GP1c alpha	g	-5	False	247	1.0	
M_gp1c_hs_c	GP1c	c	-5	False	247	1.0	
M_gp1c_hs_g	GP1c	g	-5	False	247	1.0	
M_alpa_hs_m	lysophosphatidic acid	m	-2	False	247	1.0	CHEBI:52288
M_g3pc_c	sn-Glycero-3-phosphocholine	c	0	False	247	1.0	CHEBI:16870
M_em2emgacpail_prot_hs_r	(phosphoethanolaminyl-dimannosyl),(phosphoethanolaminyl)-mannosyl-glucosaminyl-acylphosphatidylinositol	r	0	False	247	1.0	
M_hdca_r	Hexadecanoate (n-C16:0)	r	-1	False	247	1.0	CHEBI:7896
M_gpi_prot_hs_r	{[(Prot-PE-Man),(PE)-Man],[PE]}-Man-GlcN-acylPI	r	0	False	247	1.0	
M_mgacpail_hs_r	mannosyl-glucosaminyl-acylphosphatidylinositiol (H2)	r	0	False	247	1.0	
M_gq1balpha_hs_c	GQ1balpha	c	-4	False	247	1.0	
M_gq1balpha_hs_g	GQ1balpha	g	-4	False	247	1.0	
M_gq1b_hs_c	GQ1b	c	-4	False	247	1.0	
M_gq1b_hs_g	GQ1b	g	-4	False	247	1.0	
M_gsn_m	guanosine	m	0	False	247	1.0	CHEBI:16750
M_gsn_c	Guanosine	c	0	False	247	1.0	CHEBI:16750
M_gsn_l	guanosine	l	0	False	247	1.0	CHEBI:16750
M_gt1a_hs_c	GT1a	c	-3	False	247	1.0	CHEBI:27691
M_gt1a_hs_g	GT1a	g	-3	False	247	1.0	CHEBI:27691
M_gthox_m	(2S)-2-azaniumyl-4-{[(1R)-2-{[(2R)-2-[(4S)-4-azaniumyl-4-carboxylatobutanamido]-2-[(carboxylatomethyl)carbamoyl]ethyl]disulfanyl}-1-[(carboxylatomethyl)carbamoyl]ethyl]carbamoyl}butanoate	m	-2	False	247	1.0	CHEBI:58297
M_gthrd_r	glutathionate(1-)	r	-1	False	247	1.0	CHEBI:57925
M_ahdt_c	7,8-dihydroneopterin 3-triphosphate(4-)	c	-4	False	247	1.0	CHEBI:58462
M_ahdt_n	7,8-dihydroneopterin 3-triphosphate(4-)	n	-4	False	247	1.0	CHEBI:58462
M_gua_c	Guanine	c	0	False	247	1.0	CHEBI:16235
M_xan_c	Xanthine	c	0	False	247	1.0	CHEBI:17712
M_guln_c	L-gulonate	c	-1	False	247	1.0	CHEBI:13115
M_glcur1p_c	D-Glucuronate 1-phosphate	c	-3	False	247	1.0	CHEBI:28547
M_pe_hs_r	phosphatidylethanolamine	r	0	False	247	1.0	CHEBI:16038
M_emgacpail_hs_r	phosphoethanolaminyl-mannosyl-glucosylaminyl-acylphosphatidylinositol (H5)	r	0	False	247	1.0	
M_m2gacpail_hs_r	dimannosyl-glucosaminyl-acylphosphatidylinositol (H3)	r	0	False	247	1.0	
M_h2o2_l	hydrogen peroxide	l	0	False	247	1.0	CHEBI:16240
M_h2o2_n	hydrogen peroxide	n	0	False	247	1.0	CHEBI:16240
M_m3gacpail_hs_r	trimannosyl-glucosaminyl-acylphosphatidylinositol (H4)	r	0	False	247	1.0	
