!!SBtab SBtabVersion="0.8" Document="recon2.v02" TableType="Reaction" TableName="Reaction"								
!Reaction	!Name	!ReactionFormula	!Location	!Regulator	!KineticLaw	!SBOTerm	!IsReversible	!Identifiers:obo.eco
R_C2M26DCOAHLx	cis-2-Methyl-5-isopropylhexa-2,5-dienoyl-CoA hydro-lyase (x)	M_h2o_x + M_c2m26dcoa_x <=> M_3h26dm5coa_x		_1891_1_x|_1962_1_x	FLUX_VALUE	176	True	ECO:0000212
R_C3STDH1Pr	C-3 sterol dehydrogenase (4-methylzymosterol)	M_nadp_r + M_4mzym_int1_r <=> M_h_r + M_nadph_r + M_4mzym_int2_r + M_co2_r		_50814_1_r	FLUX_VALUE	176	False	ECO:0000134
R_C3STDH1r	C-3 sterol dehydrogenase (4-methylzymosterol)	M_4mzym_int1_r + M_nad_r <=> M_h_r + M_4mzym_int2_r + M_co2_r + M_nadh_r		_50814_1_r	FLUX_VALUE	176	False	ECO:0000134
R_C3STKR2r	C-3 sterol keto reductase (zymosterol)	M_h_r + M_nadph_r + M_zym_int2_r <=> M_nadp_r + M_zymst_r		_3295_1_r	FLUX_VALUE	176	False	ECO:0000134
R_C4STMO1r	C-4 sterol methyl oxidase (4,4-dimethylzymosterol)	3 M_o2_r + 3 M_h_r + 3 M_nadph_r + M_44mzym_r <=> 4 M_h2o_r + 3 M_nadp_r + M_4mzym_int1_r		_6307_1_r	FLUX_VALUE	176	False	ECO:0000000
R_C4STMO2Pr	C-4 methyl sterol oxidase	M_o2_r + M_nadp_r + M_4mzym_int2_r <=> M_h_r + M_nadph_r + M_co2_r + M_zym_int2_r		_50814_1_r	FLUX_VALUE	176	False	ECO:0000000
R_C4STMO2r	C-4 methyl sterol oxidase	M_o2_r + M_4mzym_int2_r + M_nad_r <=> M_h_r + M_co2_r + M_nadh_r + M_zym_int2_r		_6307_1_r|_50814_1_r	FLUX_VALUE	176	False	ECO:0000000
R_CAATPS	Ca ATPase	M_h2o_c + M_atp_c + M_ca2_c <=> M_adp_c + M_pi_c + M_h_e + M_ca2_e		_492_1_c|_491_1_c|_490_1_c|_493_1_c	FLUX_VALUE	185	False	ECO:0000269
R_CAMPt	cAMP transport (ATP-dependent)	M_h2o_c + M_atp_c + M_camp_c <=> M_adp_c + M_h_c + M_pi_c + M_camp_e		_10257_1_c|_10057_2_c|_10057_1_c	FLUX_VALUE	185	False	ECO:0000269
R_CAROtr	beta-carotene transport via diffusion	M_caro_e <=> M_caro_c			FLUX_VALUE	185	True	ECO:0000000
R_CARVEOLte	xenobiotic transport	M_carveol_e <=> M_carveol_c			FLUX_VALUE	185	True	ECO:0000000
R_CAT2p	catalase A, peroxisomal (ethanol)	M_h2o2_x + M_etoh_x <=> M_acald_x + 2 M_h2o_x		_847_1_x	FLUX_VALUE	176	False	ECO:0000134
R_CAt7r	calcium / sodium antiporter (1:3), reversible	3 M_na1_e + M_ca2_c <=> 3 M_na1_c + M_ca2_e		_6547_6_c|_6547_4_c|_6547_2_c|_6546_1_c|_6547_1_c|_6547_5_c|_6543_1_c|_6547_3_c	FLUX_VALUE	185	True	ECO:0000269
R_CATm	catalase	2 M_h2o2_m <=> M_o2_m + 2 M_h2o_m		_847_1_m	FLUX_VALUE	176	False	ECO:0000269
R_CATp	catalase A, peroxisomal	2 M_h2o2_x <=> M_o2_x + 2 M_h2o_x		_847_1_x	FLUX_VALUE	176	False	ECO:0000134
R_CBL2OR	NADH:cob(III)alamine oxidoreductase	M_h_c + M_nadh_c + 2 M_aqcobal_c <=> 2 M_h2o_c + M_nad_c + 2 M_cbl2_c			FLUX_VALUE	176	False	ECO:0000000
R_CBL2tm	Cob(II)alamine transport, mitochondrial	M_cbl2_c <=> M_cbl2_m		_166785_1_c	FLUX_VALUE	185	False	ECO:0000304
R_CBLATm	cob(I)alamin adenosyltransferase, mitochondrial	M_h_m + M_atp_m + M_cbl1_m <=> M_adocbl_m + M_pppi_m		_166785_1_m	FLUX_VALUE	176	True	ECO:0000269
R_CBPPer	Carbamoyl phosphate phosphotransferase, endoplasmic reticulum	M_h_r + M_cbp_r + M_glc_D_r <=> M_co2_r + M_g6p_r + M_nh4_r		_2538_1_r|_57818_1_r|_92579_1_r	FLUX_VALUE	176	False	ECO:0000304
R_CBPS	carbamoyl-phosphate synthase (glutamine-hydrolysing)	M_h2o_c + 2 M_atp_c + M_hco3_c + M_gln_L_c <=> 2 M_adp_c + 2 M_h_c + M_pi_c + M_glu_L_c + M_cbp_c		_790_1_c	FLUX_VALUE	176	False	ECO:0000269
R_CBPSam	carbamoyl-phosphate synthase (ammonia) (mitochondria	2 M_atp_m + M_hco3_m + M_nh4_m <=> 2 M_h_m + 2 M_adp_m + M_pi_m + M_cbp_m		_1373_1_m|_1373_2_m	FLUX_VALUE	176	False	ECO:0000269
R_CBPter	carbamoyl phosphate transport, endoplasmic reticulum	M_pi_c + M_ppi_c + M_cbp_c <=> M_cbp_r + M_pi_r + M_ppi_r			FLUX_VALUE	185	True	ECO:0000000
R_CBR1	Carbonyl reductase [NADPH] 1	M_h_c + M_nadph_c + M_prostg1_c <=> M_nadp_c + M_prostge1_c		_873_1_c	FLUX_VALUE	176	False	ECO:0000269
R_CBR2	Carbonyl reductase [NADPH] 1	M_h_c + M_nadph_c + M_prostge2_c <=> M_nadp_c + M_prostgf2_c		_873_1_c	FLUX_VALUE	176	False	ECO:0000269
R_CCA_D3t	Calcitroic acid transport from cytosol	M_cca_d3_c <=> M_cca_d3_e			FLUX_VALUE	185	False	ECO:0000000
R_CCA_D3tm	Calcitroic acid transport from mitochondria	M_cca_d3_m <=> M_cca_d3_c			FLUX_VALUE	185	False	ECO:0000000
R_CDIPTr	phosphatidylinositol synthase (Homo sapiens)	M_cdpdag_hs_c + M_inost_c <=> M_h_c + M_cmp_c + M_pail_hs_c		_10423_1_c|_10423_2_c	FLUX_VALUE	176	True	ECO:0000000
R_CDPDAGtm	intracellular transport	M_cdpdag_hs_c <=> M_cdpdag_hs_m			FLUX_VALUE	185	True	ECO:0000000
R_CDS	phosphatidate cytidylyltransferase	M_h_c + M_pa_hs_c + M_ctp_c <=> M_ppi_c + M_cdpdag_hs_c		_1040_1_c	FLUX_VALUE	176	False	ECO:0000000
R_CDSm	phosphatidate cytidylyltransferase	M_h_m + M_ctp_m + M_pa_hs_m <=> M_ppi_m + M_cdpdag_hs_m		_8760_1_m	FLUX_VALUE	176	False	ECO:0000000
R_CEPTC	choline phosphotransferase	M_cdpchol_c + M_dag_hs_c <=> M_h_c + M_cmp_c + M_pchol_hs_c		_10390_1_c|_56994_1_c	FLUX_VALUE	176	False	ECO:0000269
R_CEPTE	ethanolamine phosphotransferase	M_cdpea_c + M_dag_hs_c <=> M_h_c + M_cmp_c + M_pe_hs_c		_10390_1_c	FLUX_VALUE	176	False	ECO:0000269
R_CERK	Ceramide kinase	M_atp_c + M_crm_hs_c <=> M_adp_c + M_h_c + M_crmp_hs_c		_64781_1_c|_64781_2_c	FLUX_VALUE	176	False	ECO:0000269
R_CERT1gt	ceramide transport protein	M_crm_hs_c <=> M_crm_hs_g		_10087_1_c	FLUX_VALUE	185	True	ECO:0000304
R_CERT1rt	ceramide transport protein	M_crm_hs_c <=> M_crm_hs_r		_10087_1_c	FLUX_VALUE	185	True	ECO:0000304
R_CERT2gt	ceramide transport protein	M_gluside_hs_c <=> M_gluside_hs_g		_10087_1_c	FLUX_VALUE	185	True	ECO:0000000
R_CERT2rt	ceramide transport protein	M_gluside_hs_c <=> M_gluside_hs_r		_10087_1_c	FLUX_VALUE	185	True	ECO:0000000
R_CGLYt3_2_	Cys-Gly transport in via proton symport	2 M_h_e + M_cgly_e <=> 2 M_h_c + M_cgly_c		_6565_1_c	FLUX_VALUE	185	False	ECO:0000304
R_CGMPt	cGMP transport (ATP-dependent)	M_h2o_c + M_atp_c + M_35cgmp_c <=> M_adp_c + M_h_c + M_pi_c + M_35cgmp_e		_10257_1_c|_10057_2_c|_10057_1_c	FLUX_VALUE	185	False	ECO:0000269
R_CH25H	cholesterol 25-hydroxylase	M_o2_r + M_h_r + M_nadph_r + M_chsterol_r <=> M_h2o_r + M_nadp_r + M_xol25oh_r		_9023_1_r	FLUX_VALUE	176	False	ECO:0000269
R_CHAT	Choline O-acetyltransferase	M_accoa_c + M_chol_c <=> M_coa_c + M_ach_c		_1103_4_c|_1103_2_c|_1103_3_c|_1103_1_c	FLUX_VALUE	176	True	ECO:0000269
R_CHATn	Choline O-acetyltransferase	M_accoa_n + M_chol_n <=> M_ach_n + M_coa_n		_1103_4_n|_1103_1_n|_1103_3_n|_1103_2_n	FLUX_VALUE	176	True	ECO:0000269
R_CHLP	choline phosphate phosphatase	M_h2o_c + M_cholp_c <=> M_pi_c + M_chol_c		_162466_1_c	FLUX_VALUE	176	False	ECO:0000000
R_CHLPCTD	choline phosphate cytididyltransferase	M_h_c + M_ctp_c + M_cholp_c <=> M_ppi_c + M_cdpchol_c		_5130_1_c|_9468_1_c	FLUX_VALUE	176	False	ECO:0000269
R_CHLtm	choline transport via diffusion (cytosol to mitochondria)	M_chol_c <=> M_chol_m			FLUX_VALUE	185	True	ECO:0000000
R_CHOLATEt	cholate transport via bicarbonate countertransport	M_hco3_c + M_cholate_e <=> M_hco3_e + M_cholate_c		_6579_1_c|_10599_1_c	FLUX_VALUE	185	True	ECO:0000269
R_CHOLATEt2	cholate transport via sodium cotransport	2 M_na1_e + M_cholate_e <=> 2 M_na1_c + M_cholate_c		_6554_1_c|_6555_1_c	FLUX_VALUE	185	False	ECO:0000269
R_CHOLATEt3	ABC bile acid transporter	M_h2o_c + M_atp_c + M_cholate_c <=> M_adp_c + M_h_c + M_pi_c + M_cholate_e		_8714_3_c|_8647_1_c|_8714_2_c|_8714_1_c	FLUX_VALUE	185	False	ECO:0000269
R_CHOLD2m	choline dehydrogenase (FAD acceptor), mitochondrial	M_fad_m + M_chol_m <=> M_fadh2_m + M_betald_m		_55349_1_m	FLUX_VALUE	176	False	ECO:0000269
R_CHOLK	Choline kinase	M_atp_c + M_chol_c <=> M_adp_c + M_h_c + M_cholp_c		_1120_2_c|_1119_1_c|_1120_1_c|_1119_2_c	FLUX_VALUE	176	False	ECO:0000269
R_CHOLPtg	choline phosphate intracellular transport	M_cholp_c <=> M_cholp_g			FLUX_VALUE	185	True	ECO:0000000
R_CHOLPtl	choline phosphate intracellular transport	M_cholp_c <=> M_cholp_l			FLUX_VALUE	185	True	ECO:0000000
R_CHOLt4	choline, sodium cotransport	M_na1_e + M_chol_e <=> M_na1_c + M_chol_c		_60482_1_c	FLUX_VALUE	185	True	ECO:0000269
R_CHOLtg	choline intracellular transport	M_chol_g <=> M_chol_c			FLUX_VALUE	185	True	ECO:0000000
R_CHOLtn	Choline transport, nuclear through pores	M_chol_c <=> M_chol_n			FLUX_VALUE	185	True	ECO:0000000
R_CHOLtr	choline intracellular transport	M_chol_r <=> M_chol_c			FLUX_VALUE	185	True	ECO:0000000
R_CHOLtu	Choline uniport	M_chol_e <=> M_chol_c		_6582_1_c|_6584_1_c|_6582_2_c	FLUX_VALUE	185	True	ECO:0000269
R_CHSTEROLSULT	steroid sulfotransferase	M_paps_c + M_chsterol_c <=> M_h_c + M_pap_c + M_chsterols_c		_6820_1_c	FLUX_VALUE	176	False	ECO:0000269
R_CHSTEROLt	cholesterol efflux (ATP depedent)	M_h2o_c + M_atp_c + M_chsterol_c <=> M_adp_c + M_h_c + M_pi_c + M_chsterol_e		_19_1_c	FLUX_VALUE	185	False	ECO:0000269
R_CHSTEROLt1	cholesterol intracellular transport	M_chsterol_l <=> M_chsterol_m		_10948_1_c	FLUX_VALUE	185	True	ECO:0000304
R_CHSTEROLt2	cholesterol intracellular transport	M_chsterol_r <=> M_chsterol_m			FLUX_VALUE	185	True	ECO:0000000
R_CHSTEROLt3	cholesterol intracellular transport	M_chsterol_c <=> M_chsterol_m			FLUX_VALUE	185	True	ECO:0000000
R_CHSTEROLtg	cholesterol efflux (ATP depedent), golgi	M_h2o_c + M_atp_c + M_chsterol_g <=> M_adp_c + M_h_c + M_pi_c + M_chsterol_c		_19_1_c	FLUX_VALUE	185	False	ECO:0000269
R_CHTNASE	chitinase	2 M_h2o_c + M_chtn_c <=> 3 M_acgam_c		_27159_1_c|_54682_1_c|_1118_1_c	FLUX_VALUE	176	False	ECO:0000269
R_CHTNASEe	chitinase, extracellular	2 M_h2o_e + M_chtn_e <=> 3 M_acgam_e		_27159_2_e	FLUX_VALUE	176	False	ECO:0000269
R_CITL	Citrate lyase	M_cit_c <=> M_ac_c + M_oaa_c		_171425_1_c|_171425_2_c	FLUX_VALUE	176	False	ECO:0000000
R_CITMCOAHm	L-Citramalyl-CoA hydro-lyase, mitochondrial	M_h2o_m + M_itaccoa_m <=> M_citmcoa_L_m			FLUX_VALUE	176	True	ECO:0000000
R_CITMCOALm	L-Citramalyl-CoA pyruvate-lyase	M_citmcoa_L_m <=> M_pyr_m + M_accoa_m			FLUX_VALUE	176	False	ECO:0000000
R_CITRtm	citrulline mitochondrial transport via proton antiport	M_citr_L_m <=> M_citr_L_c		_83884_1_c|_10166_1_c	FLUX_VALUE	185	True	ECO:0000269
R_CITt4_2	citrate transport via sodium symport	2 M_na1_e + M_cit_e <=> 2 M_na1_c + M_cit_c		_9058_1_c	FLUX_VALUE	185	True	ECO:0000269
R_CITtam	citrate transport, mitochondrial	M_cit_c + M_mal_L_m <=> M_cit_m + M_mal_L_c		_6576_1_c	FLUX_VALUE	185	True	ECO:0000269
R_CITtbm	citrate transport, mitochondrial	M_cit_c + M_pep_m <=> M_pep_c + M_cit_m		_6576_1_c	FLUX_VALUE	185	True	ECO:0000269
R_CK	ATP Creatine kinase	M_atp_m + M_creat_m <=> M_adp_m + M_pcreat_m		_1159_1_m|_1160_1_m	FLUX_VALUE	176	True	ECO:0000269
R_CKc	ATP Creatine kinase (c)	M_atp_c + M_creat_c <=> M_adp_c + M_pcreat_c		_1152_1_c|_1152_1_c_1158_1_c|_1158_1_c	FLUX_VALUE	176	True	ECO:0000269
R_CLFORtex	chloride transport via formate countertransport	M_cl_e + 2 M_for_c <=> M_cl_c + 2 M_for_e		_5172_1_c	FLUX_VALUE	185	False	ECO:0000304
R_CLHCO3tex2	chloride transport via bicarbonate countertransport (2:1)	M_hco3_c + 2 M_cl_e <=> M_hco3_e + 2 M_cl_c		_65010_1_c|_65010_3_c|_65010_2_c	FLUX_VALUE	185	False	ECO:0000304
R_CLI2tex	chloride transport via iodide countertransport	M_cl_e + 2 M_i_c <=> M_cl_c + 2 M_i_e		_5172_1_c	FLUX_VALUE	185	False	ECO:0000304
R_CLOHtex2	chloride transport via hydroxide countertransport (2:1)	M_h2o_c + 2 M_cl_e <=> M_h2o_e + 2 M_cl_c		_65010_1_c|_65010_3_c|_65010_2_c	FLUX_VALUE	185	False	ECO:0000304
R_CLOXAtex2	chloride transport via oxalate countertransport (2:1)	2 M_cl_e + M_oxa_c <=> 2 M_cl_c + M_oxa_e		_65010_1_c|_65010_3_c|_65010_2_c	FLUX_VALUE	185	False	ECO:0000304
R_CLPNDCOAtx	fatty acid intracellular transport	M_clpndcoa_c <=> M_clpndcoa_x			FLUX_VALUE	185	True	ECO:0000000
R_CLPNDCPT1	carnitine O-palmitoyltransferase	M_crn_c + M_clpndcoa_c <=> M_coa_c + M_clpndcrn_c		_1375_1_c|_1375_3_c|_1375_4_c|_126129_1_c|_1374_1_c|_1375_2_c	FLUX_VALUE	176	False	ECO:0000000
R_CLPNDCPT2	carnitine transferase	M_coa_m + M_clpndcrn_m <=> M_crn_m + M_clpndcoa_m		_1376_1_m	FLUX_VALUE	176	False	ECO:0000000
R_CLPNDCRNt	transport into the mitochondria (carnitine)	M_clpndcrn_c <=> M_clpndcrn_m		_788_1_c	FLUX_VALUE	185	False	ECO:0000000
R_CLPNDt	fatty acid transport via diffusion	M_clpnd_e <=> M_clpnd_c			FLUX_VALUE	185	True	ECO:0000000
R_CLS_hs	cardiolipin synthase (homo sapiens)	M_cdpdag_hs_c + M_pglyc_hs_c <=> M_h_c + M_cmp_c + M_clpn_hs_c		_54675_1_c	FLUX_VALUE	176	False	ECO:0000000
R_CMPACNAtg	CMP-Sia Golgi transport via CMP antiport	M_cmp_g + M_cmpacna_c <=> M_cmp_c + M_cmpacna_g		_10559_1_c	FLUX_VALUE	185	True	ECO:0000269
R_CMPACNAtn	CMP-Sia nuclear export	M_cmpacna_n <=> M_cmpacna_c			FLUX_VALUE	185	False	ECO:0000000
R_CMPSAS	CMP sialic acid synthase	M_acnam_c + M_ctp_c <=> M_ppi_c + M_cmpacna_c		_55907_1_c	FLUX_VALUE	176	False	ECO:0000304
R_CMPSASn	CMP sialic acid synthase, nuclear	M_acnam_n + M_ctp_n <=> M_cmpacna_n + M_ppi_n		_55907_1_n	FLUX_VALUE	176	False	ECO:0000304
R_CO2t	CO2 transporter via diffusion	M_co2_e <=> M_co2_c			FLUX_VALUE	185	True	ECO:0000000
R_CO2ter	CO2 endoplasmic reticular transport via diffusion	M_co2_c <=> M_co2_r			FLUX_VALUE	185	True	ECO:0000000
R_CO2tg	CO2 Golgi transport	M_co2_c <=> M_co2_g			FLUX_VALUE	185	True	ECO:0000000
R_CO2tm	CO2 transport (diffusion), mitochondrial	M_co2_c <=> M_co2_m			FLUX_VALUE	185	True	ECO:0000000
R_CO2tn	CO2 nuclear transport via diffusion	M_co2_n <=> M_co2_c			FLUX_VALUE	185	True	ECO:0000000
R_CO2tp	CO2 peroxisomal transport	M_co2_c <=> M_co2_x			FLUX_VALUE	185	True	ECO:0000000
R_COAtg	CoA transport in Golgi via diffusion	M_coa_c <=> M_coa_g			FLUX_VALUE	185	True	ECO:0000000
R_COAtl	CoA transport in lysosome via diffusion	M_coa_c <=> M_coa_l			FLUX_VALUE	185	True	ECO:0000000
R_COAtm	CoA transporter	M_coa_c <=> M_coa_m		_8034_1_c	FLUX_VALUE	185	True	ECO:0000269
R_COAtn	coenzyme A transport, nuclear	M_coa_c <=> M_coa_n			FLUX_VALUE	185	True	ECO:0000000
R_COAtp	coenzyme A transport, peroxisomal	M_coa_c <=> M_coa_x			FLUX_VALUE	185	True	ECO:0000000
R_COAtr	COA transporter, endoplasmic reticulum	M_coa_c <=> M_coa_r			FLUX_VALUE	185	True	ECO:0000000
R_COKECBESr	Carboxylesterase (cocaine) (er)	M_h2o_r + M_coke_r <=> M_h_r + M_bz_r + M_egme_r		_8824_1_r	FLUX_VALUE	176	False	ECO:0000269
R_COQ3m	methyltransferase COQ3	M_amet_m + M_2dpmhobq_m <=> M_h_m + M_ahcys_m + M_q10_m		_51805_1_m	FLUX_VALUE	176	False	ECO:0000269
R_COQ5m	Ubiquinone biosynthesis methyltransferase COQ5	M_amet_m + M_2dp6mobq_m <=> M_h_m + M_ahcys_m + M_2dp6mobq_me_m			FLUX_VALUE	176	False	ECO:0000000
R_COQ6m	Ubiquinone biosynthesis monooxgenase COQ6	M_o2_m + M_2dp6mep_m <=> M_h2o_m + M_2dp6mobq_m		_51004_1_m|_51004_2_m	FLUX_VALUE	176	False	ECO:0000269
R_COQ7m	Ubiquinone biosynthesis COQ7	M_h_m + M_nadph_m + M_o2_m + M_2dp6mobq_me_m <=> M_h2o_m + M_nadp_m + M_2dpmhobq_m		_10229_1_m	FLUX_VALUE	176	False	ECO:0000269
R_CORE2GTg	Core 2 acetylglucosaminyltransferase, Golgi apparatus	M_T_antigen_g + M_uacgam_g <=> M_h_g + M_udp_g + M_core2_g		_9245_1_g|_2650_1_g|_51301_1_g	FLUX_VALUE	176	False	ECO:0000000
R_CORE3GTg	Core 3 beta-GlcNAc-transferase, Golgi apparatus	M_uacgam_g + M_Tn_antigen_g <=> M_h_g + M_udp_g + M_core3_g		_192134_1_g	FLUX_VALUE	176	False	ECO:0000000
R_CORE4GTg	Core 4 beta6-GalNAc-transferase, Golgi apparatus	M_uacgam_g + M_core3_g <=> M_h_g + M_udp_g + M_core4_g		_9245_1_g	FLUX_VALUE	176	False	ECO:0000000
R_CORE5GTg	Core 5 alpha-GalNAc-transferase, Golgi apparatus	M_udpacgal_g + M_Tn_antigen_g <=> M_h_g + M_udp_g + M_core5_g			FLUX_VALUE	176	False	ECO:0000000
R_CORE6GTg	Core 6 beta-GlcNAc-transferase A, Golgi apparatus	M_uacgam_g + M_Tn_antigen_g <=> M_h_g + M_udp_g + M_core6_g		_2650_1_g	FLUX_VALUE	176	False	ECO:0000000
R_CORE7GTg	Core 7 alpha-GalNAc-transferase, Golgi apparatus	M_udpacgal_g + M_Tn_antigen_g <=> M_h_g + M_udp_g + M_core7_g			FLUX_VALUE	176	False	ECO:0000000
R_CORE8GTg	N-acetylgalactosamine 3-alpha-galactosyltransferase, Golgi apparatus	M_udpgal_g + M_Tn_antigen_g <=> M_h_g + M_udp_g + M_core8_g			FLUX_VALUE	176	False	ECO:0000000
R_COt	CO transporter via diffusion	M_co_c <=> M_co_e			FLUX_VALUE	185	True	ECO:0000000
R_COUCOAFm	p-coumaroyl-CoA formation	M_coa_m + M_atp_m + M_T4hcinnm_m <=> M_coucoa_m + M_amp_m + M_ppi_m			FLUX_VALUE	176	False	ECO:0000000
R_COUMARINte	xenobiotic transport	M_coumarin_e <=> M_coumarin_c			FLUX_VALUE	185	True	ECO:0000000
R_CPCTDTX	choline-phosphate cytidylyltransferase	M_h_c + M_ctp_c + M_ntm2amep_c <=> M_ppi_c + M_cmpntm2amep_c		_9468_1_c|_5130_1_c	FLUX_VALUE	176	False	ECO:0000269
R_CPPPGO	coproporphyrinogen oxidase (O2 required)	M_o2_c + 2 M_h_c + M_cpppg3_c <=> 2 M_h2o_c + 2 M_co2_c + M_pppg9_c		_1371_1_c	FLUX_VALUE	176	False	ECO:0000304
R_CREATt4_2_r	Creatine transport (sodium symport) (2:1)	2 M_na1_e + M_creat_e <=> 2 M_na1_c + M_creat_c		_6535_1_c|_386757_1_c	FLUX_VALUE	185	True	ECO:0000269
R_CREATtmdiffir	Creatine transport to/from mitochondria via diffusion	M_creat_c <=> M_creat_m			FLUX_VALUE	185	False	ECO:0000000
R_CRMPte	crmp hs transport	M_crmp_hs_c <=> M_crmp_hs_e			FLUX_VALUE	185	True	ECO:0000000
R_CRNCAR3tp	carnitine-propcarnitine carrier, peroxisomal	M_crn_c + M_pcrn_x <=> M_crn_x + M_pcrn_c			FLUX_VALUE	185	False	ECO:0000000
R_CRNCARtp	carnitine-acetylcarnitine carrier, peroxisomal	M_crn_c + M_acrn_x <=> M_acrn_c + M_crn_x			FLUX_VALUE	185	False	ECO:0000000
R_CRNt	L-carnitine reversible transport	M_crn_e <=> M_crn_c		_6584_1_c	FLUX_VALUE	185	True	ECO:0000269
R_CRNtHa	L-carnitine outward transport (H+ antiport)	M_h_e + M_crn_c <=> M_h_c + M_crn_e		_6583_1_c	FLUX_VALUE	185	False	ECO:0000269
R_CRNtim	L-carnitine transport out of mitochondria via diffusion	M_crn_m <=> M_crn_c		_788_1_c	FLUX_VALUE	185	False	ECO:0000269
R_CRNtuNa	L-carnitine inward transport by Na+ symport	M_na1_e + M_crn_e <=> M_na1_c + M_crn_c		_6584_1_c	FLUX_VALUE	185	False	ECO:0000269
R_CRNtx	carnitine transport peroxisome to mitochondria	M_dmnoncrn_x <=> M_dmnoncrn_m			FLUX_VALUE	185	True	ECO:0000000
R_CRTNsyn	Creatinine synthase	M_pcreat_c <=> M_h_c + M_pi_c + M_crtn_c			FLUX_VALUE	176	False	ECO:0000000
R_CRTSLt	cortisol transport	M_crtsl_e <=> M_crtsl_c			FLUX_VALUE	185	True	ECO:0000000
R_CRTSLtm	cortisol intracellular transport	M_crtsl_c <=> M_crtsl_m			FLUX_VALUE	185	True	ECO:0000000
R_CRTSLtr	cortisol intracellular transport	M_crtsl_c <=> M_crtsl_r			FLUX_VALUE	185	True	ECO:0000000
R_CRTSTRNt	corticosterone  transport	M_crtstrn_e <=> M_crtstrn_c			FLUX_VALUE	185	True	ECO:0000000
R_CRTSTRNtm	corticosterone intracellular transport	M_crtstrn_c <=> M_crtstrn_m			FLUX_VALUE	185	True	ECO:0000000
R_CRTSTRNtr	corticosterone intracellular transport	M_crtstrn_c <=> M_crtstrn_r			FLUX_VALUE	185	True	ECO:0000000
R_CRVNCtr	fatty acid transport via diffusion	M_crvnc_e <=> M_crvnc_c			FLUX_VALUE	185	True	ECO:0000000
R_CSAPASEly	chondroitin sulfate A proteoglycan protease, lysosome (endosome)	M_h2o_l + M_cspg_a_l <=> M_Ser_Gly_Ala_X_Gly_l + M_cs_a_l			FLUX_VALUE	176	False	ECO:0000000
R_CSBPASEly	chondroitin sulfate B proteoglycan protease, lysosome (endosome)	M_h2o_l + M_cspg_b_l <=> M_Ser_Gly_Ala_X_Gly_l + M_cs_b_l			FLUX_VALUE	176	False	ECO:0000000
R_CSCPASEly	chondroitin sulfate C proteoglycan protease, lysosome (endosome)	M_h2o_l + M_cspg_c_l <=> M_Ser_Gly_Ala_X_Gly_l + M_cs_c_l			FLUX_VALUE	176	False	ECO:0000000
R_CSDPASEly	chondroitin sulfate D proteoglycan protease, lysosome (endosome)	M_h2o_l + M_cspg_d_l <=> M_Ser_Gly_Ala_X_Gly_l + M_cs_d_l			FLUX_VALUE	176	False	ECO:0000000
R_CSEPASEly	chondroitin sulfate E proteoglycan protease, lysosome (endosome)	M_h2o_l + M_cspg_e_l <=> M_Ser_Gly_Ala_X_Gly_l + M_cs_e_l			FLUX_VALUE	176	False	ECO:0000000
R_CSm	citrate synthase	M_h2o_m + M_accoa_m + M_oaa_m <=> M_h_m + M_coa_m + M_cit_m		_1431_1_m|_1431_2_m	FLUX_VALUE	176	False	ECO:0000134
R_CSNAT2m	carnitine O-aceyltransferase, mitochondrial	M_coa_m + M_pcrn_m <=> M_ppcoa_m + M_crn_m		_1384_1_m	FLUX_VALUE	176	True	ECO:0000000
R_CSNAT2x	carnitine dimethyl nonanoyl transferase, revsible, peroxisomal	M_crn_x + M_dmnoncoa_x <=> M_coa_x + M_dmnoncrn_x		_54677_1_x|_1384_2_x	FLUX_VALUE	176	True	ECO:0000269
R_CSNAT3x	carnitine O-aceyltransferase, peroxisomal	M_crn_x + M_ppcoa_x <=> M_coa_x + M_pcrn_x		_1384_2_x	FLUX_VALUE	176	True	ECO:0000269
R_CSNATer	carnitine O-acetyltransferase, endolasmic reticulum	M_accoa_r + M_crn_r <=> M_coa_r + M_acrn_r		_1384_3_r	FLUX_VALUE	176	True	ECO:0000254
R_CSNATm	carnitine O-aceyltransferase, mitochondrial	M_coa_m + M_acrn_m <=> M_accoa_m + M_crn_m		_1384_1_m	FLUX_VALUE	176	True	ECO:0000269
R_CSNATp	carnitine O-acetyltransferase, reverse direction, peroxisomal	M_accoa_x + M_crn_x <=> M_coa_x + M_acrn_x		_1384_2_x	FLUX_VALUE	176	True	ECO:0000304
R_CSNATr	carnitine O-acetyltransferase	M_accoa_c + M_crn_c <=> M_coa_c + M_acrn_c			FLUX_VALUE	176	True	ECO:0000000
R_CSND	Cytosine deaminase	M_h2o_c + M_h_c + M_csn_c <=> M_nh4_c + M_ura_c			FLUX_VALUE	176	False	ECO:0000000
R_CSNt	cytosine transport via facilated diffusion	M_csn_e <=> M_csn_c		_3177_1_c	FLUX_VALUE	185	True	ECO:0000269
R_CSPG_At	chondroitin sulfate A transport, golgi to extracellular	M_cspg_a_g <=> M_cspg_a_e			FLUX_VALUE	185	False	ECO:0000000
R_CSPG_Atly	chondroitin sulfate A transport, extracellular to lysosome	M_cspg_a_e <=> M_cspg_a_l			FLUX_VALUE	185	False	ECO:0000000
R_CSPG_Bt	chondroitin sulfate B transport, golgi to extracellular	M_cspg_b_g <=> M_cspg_b_e			FLUX_VALUE	185	False	ECO:0000000
